Tweet,Suicide
i ned a guidance mentor father figure guardian angel or whatever fuck out there that can tel me what to do wit htps t co cqip mvgah,potential suicide post 
learning how to love myself and i dont want to be here anymore,potential suicide post 
sems like instead of me hoping i l live past i am praying i l live past i have realy al but given up right now each and every day i think about disapearing from the world more and more as if its becoming an actual option,potential suicide post 
i love you lt ,not suicide post
yes the gloves are my patern i ve made lots of gloves on my loms,not suicide post
w youtube com titomi watch the videos coment amp suscribe amp folow me chers x,not suicide post
what is the software on the midle scren i have used adobe premiere and sony vegas for amateur video making,not suicide post
godbye everybody abusive dad bulying being a wimp because i never had a father figure in my childhod never geting to fuck the girls i wanted to fuck never having a say in anything becausei am to weak to step up thre tours in iraq kiled people who tried kiling me saw those people kil my friends lost both legs to a roadside i ed wanted to become a physician but dreams are exactly that a fantasy and not something achievable spent years in prison after cops ransacked my home and found grams of wed i grow tired of wading through this hel every day ive ben waiting for this moment for a long time and i have a m ready to get the job done quick and clean fuck this place,potential suicide post 
i got an openmoko freruner and now and android g as wel yay ,not suicide post
b jackz god morning felow cofe lover glad to know ur up with us ,not suicide post
he was slightly damaged to begin with so nothing to report there,not suicide post
ah ty,not suicide post
i admire babar partly because he s a great bater but because he s just so prone to the outside noise it s admirable unreal presure on his shoulders team despaired of every bowler he was used to everything stacked against him yet he finds a way to stay quiet and do his job,not suicide post
i want to fucking die someone please kil me but suck al the fat out of me first,potential suicide post 
rt the best stan le cameo ever htps t co leoqncbxhg,not suicide post
lip synching to a song ,not suicide post
rt i go on youtube to binge watch david dobrik wholeheartedly knowing i m going to be sad bc i cant mary him or scoty or ,potential suicide post 
nv but i dont want to kil myself i just want to be able to let other people have to not wory about me i fel like i never make the best choice i constantly fel like i am making wrong choices and i am just strugling i m fucking depresed and i just dont want to be here anymore,potential suicide post 
news releases from the banquet almost done final editing stages ,not suicide post
 and then lok bemused when i take it of of their aloted hours,not suicide post
lol i m thinking of moving to berlin,not suicide post
rt just want to say that just cause a song isn t charting doesn t mean its dead stans online care about charts way more than gp ,potential suicide post 
you know what i hate staying in clas during breaks and hearing hormonal tenagers conversations somebody kil me please ,potential suicide post 
